название;тип_лофт;телефон;сайт;ссылка
CINDY;Лофт, зал;+7 (495) 120-19-05;https://www.loft2rent.ru/loft/5338/;https://www.loft2rent.ru/loft/5338/29288/
CinemarentCinemarenx;;8 (499) 490-23-25;N/A;https://www.loft2rent.ru/loft/198355/198364/
CityRentAmour - Апартаменты с ванной у панорамы;Кабинет, аппартаменты;+79206100062;N/A;https://www.loft2rent.ru/loft/204785/204788/
CityRentBrio - Апртаменты в Москва сити с видом на башни;Аппартаменты;+79206100062;N/A;https://www.loft2rent.ru/loft/204785/204833/
CityRentHorizon - Апартаменты в Москва сити;Аппартаменты;+79206100062;N/A;https://www.loft2rent.ru/loft/204785/204817/
CityRentLux - новые апартаменты в Москва сити;Аппартаменты;+79206100062;N/A;https://www.loft2rent.ru/loft/204785/204823/
CityRentMirage - Апртаменты в сити с видом на башни;Аппартаменты;+79206100062;N/A;https://www.loft2rent.ru/loft/204785/204815/
CityRentPanorama - Апртаменты в Москва сити;Аппартаменты;+79206100062;N/A;https://www.loft2rent.ru/loft/204785/204811/
CityRentSkyWord - уютные апартаменты в Москва сити;Аппартаменты;+79206100062;N/A;https://www.loft2rent.ru/loft/204785/204825/
CityRentSummit - Двухкомнатный апартамент в Москва сити;Аппартаменты;+79206100062;N/A;https://www.loft2rent.ru/loft/204785/204827/
CityRentVertex - уют в Москва сити;Аппартаменты;+79206100062;N/A;https://www.loft2rent.ru/loft/204785/204831/
CityRentVertigo - Апартаменты с 5-ти метровыми потолками;Аппартаменты;+79206100062;N/A;https://www.loft2rent.ru/loft/204785/204821/
CityRentАпартаменты в Москва сити;Аппартаменты;;N/A;https://www.loft2rent.ru/loft/204785/205852/
CleverLoft - Веранда в лофт-квартале на Тульской;Веранда в лофт-квартале на Тульской - Крыша, на открытом воздухе, веранда;+7 (495) 278-02-30;https://www.loft2rent.ru/loft/70621/;https://www.loft2rent.ru/loft/70621/78921/
CleverLoft CLASSIC - Светлый лофт с верандой на Тульской;Светлый лофт с верандой на Тульской - Лофт, зал, веранда;+7 (495) 278-02-30;https://www.loft2rent.ru/loft/70621/;https://www.loft2rent.ru/loft/70621/70651/
CleverLoft ECO - Уютный лофт с верандой на Тульской;Уютный лофт с верандой на Тульской - Лофт, зал;+7 (495) 278-02-30;https://www.loft2rent.ru/loft/70621/;https://www.loft2rent.ru/loft/70621/70627/
CLIOЛофт для камерных мероприятий;Лофт;8 (980) 120-29-55;N/A;https://www.loft2rent.ru/loft/208250/208252/
Cloud Nine;Лофт, крыша, учебный зал, веранда;+79151824417;https://www.loft2rent.ru/loft/9938/;https://www.loft2rent.ru/loft/9938/9940/
Cloud — светлый лофт с караоке и подвесным креслом, 8 минут от метро;Лофт, бар, ночной клуб;+7 958 578 23 62;https://www.loft2rent.ru/loft/loftaviator/;https://www.loft2rent.ru/loft/3593/74071/
Cocoon;Детский центр, фотостудия;+79262286999;N/A;https://www.loft2rent.ru/loft/191812/191814/
CODE08 - Двухуровневый лофт с панорамными окнами, высокими потолками и мангальной зоной;Двухуровневый лофт с панорамными окнами, высокими потолками и мангальной зоной - Лофт;+79253166501;https://www.loft2rent.ru/loft/184817/;https://www.loft2rent.ru/loft/184817/209249/
COiN EVENT HALL;Ресторан, бар, зал, конференц-зал;+79265297099;N/A;https://www.loft2rent.ru/loft/28562/28566/
COM.NATA на Петроградской;Банкетный зал, лофт, зал, концертный зал;+78122408585;https://www.loft2rent.ru/loft/144088/;https://www.loft2rent.ru/loft/144088/144103/
Compressor / КомпрессорКомпрессор лофт;Лофт, веранда;+7 926-285-19-41;N/A;https://www.loft2rent.ru/loft/10172/102526/
Confidential Confidential;Детский центр, фотостудия;;N/A;https://www.loft2rent.ru/loft/174441/174444/
Connect;Банкетный зал;74991113733;N/A;https://www.loft2rent.ru/loft/193410/193412/
CONTRABANDA;Лофт, на открытом воздухе, веранда;+7 495 120-19-05;https://www.loft2rent.ru/loft/5338/;https://www.loft2rent.ru/loft/5338/28975/
Cool'n'Art;Учебный зал, кулинарная студия;+7 921 778-00-46;https://www.loft2rent.ru/loft/174472/;https://www.loft2rent.ru/loft/174472/174622/
Cooper Residence;Лофт, особняк;89856981800;https://www.loft2rent.ru/loft/113410/;https://www.loft2rent.ru/loft/113410/113870/
Cooper Space MINI;Лофт, учебный зал;89856981800;https://www.loft2rent.ru/loft/113410/;https://www.loft2rent.ru/loft/113410/113734/
Cooрer space 17;Коворкинг, лофт, галерея;89853489939;N/A;https://www.loft2rent.ru/loft/111136/111142/
Cosa Nostra GroupВип-комната на ст.м Нарвская;Лофт;89119266010;N/A;https://www.loft2rent.ru/loft/98210/98278/
Cosa Nostra GroupЛофт на ст.м Кировский завод;Лофт, кальянная;89119266010;N/A;https://www.loft2rent.ru/loft/98210/98212/
Cosa Nostra GroupЛофт на ст.м Нарвская;Лофт;89119266010;N/A;https://www.loft2rent.ru/loft/98210/122037/
"Coworking Moscow BigWig""Room 1""";Кабинет, коворкинг, переговорная;+7 977 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61434/
"Coworking Moscow BigWig""Room 2""";Кабинет, коворкинг, переговорная;+7 977 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61442/
"Coworking Moscow BigWig""Room 3""";Кабинет, коворкинг, переговорная;+7 977 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61446/
"Coworking Moscow BigWig""Room 4""";Кабинет, учебный зал, переговорная;+7 977 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61450/
"Coworking Moscow BigWig""Room 5""";Кабинет, учебный зал, переговорная;+7 977 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61454/
"Coworking Moscow BigWig""Room 6""";Кабинет, коворкинг, переговорная;+7 977 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61458/
"Coworking Moscow BigWig""Room 7""";Коворкинг, учебный зал, переговорная;+7 977 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61467/
"Coworking Moscow BigWig""Room 8""";Кабинет, переговорная;+7 977 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61463/
Coworking Moscow BigWigRoom 10;Коворкинг, переговорная;+7 977 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/128042/
Coworking Moscow BigWigRoom 9;Коворкинг, переговорная;+7 977 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/128039/
Coworking Moscow BigWigАвстралия;Коворкинг, учебный зал, переговорная;+7(977) 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61491/
Coworking Moscow BigWigАргентина;Коворкинг, учебный зал, переговорная;+7(977) 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61495/
Coworking Moscow BigWigКанада;Кабинет, переговорная;+7(977) 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61499/
Coworking Moscow BigWigКитай;Коворкинг, переговорная;+7(977) 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61503/
Coworking Moscow BigWigМадагаскар;Коворкинг, переговорная;+7(977) 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61507/
Coworking Moscow BigWigМексика;Коворкинг, учебный зал, переговорная;+7(977) 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61511/
Coworking Moscow BigWigПеру;Коворкинг, учебный зал, переговорная;+7(977) 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61515/
Coworking Moscow BigWigШотландия;Коворкинг, учебный зал, переговорная;+7(977) 518-72-66;N/A;https://www.loft2rent.ru/loft/61416/61519/
Crazy Loft;Лофт, бар, ночной клуб;+79164400130;https://www.loft2rent.ru/loft/177908/;https://www.loft2rent.ru/loft/177908/177919/
Creative Art Space;Лофт, зал, концертный зал;9857897745;N/A;https://www.loft2rent.ru/loft/163499/163501/
Cucinarium;Кулинарная студия;89629480842;N/A;https://www.loft2rent.ru/loft/180775/180777/
Custom Loft;Банкетный зал, лофт, бар;+79936053121;https://www.loft2rent.ru/loft/30979/;https://www.loft2rent.ru/loft/30979/201897/
Cyberpunk loft с ПИЛОНОМ , караоке и PS 5 ! на Бауманской;Лофт;+7 (499) 302-53-72;https://www.loft2rent.ru/loft/66644/;https://www.loft2rent.ru/loft/66644/129410/
CтарБарПлощадка с караоке и кальяном;Лофт, бар, концертный зал;+7 (980) 463-70-54;N/A;https://www.loft2rent.ru/loft/185887/186031/
D13 Boutique & Restaurant;Зал, концертный зал;+79771789349;N/A;https://www.loft2rent.ru/loft/195075/195109/
Dacha restaurant;Банкетный зал, ресторан;8 (495) 191-28-88;N/A;https://www.loft2rent.ru/loft/188924/189002/
Dakota Loft;Зал;+7 (995) 626-65-65;https://www.loft2rent.ru/loft/134148/;https://www.loft2rent.ru/loft/134148/144705/
Dark;Фотостудия;+74951084290;https://www.loft2rent.ru/loft/153561/;https://www.loft2rent.ru/loft/153561/153574/
Deep - Клуб для праздников и мероприятий;Клуб для праздников и мероприятий - Бар, ночной клуб, концертный зал, кальянная;89255165332;https://www.loft2rent.ru/loft/172081/;https://www.loft2rent.ru/loft/172081/183892/
Deep Loft - лофт с подвалом для взрослых и верандой;лофт с подвалом для взрослых и верандой - Лофт;+7 (495)0080403;https://www.loft2rent.ru/loft/30985/;https://www.loft2rent.ru/loft/30985/125274/
Depo-Loft;Бар, зал, клуб;+79667566254;https://www.loft2rent.ru/loft/88534/;https://www.loft2rent.ru/loft/88534/110387/
Derzay Event & Loft;Банкетный зал, лофт, конференц-зал, клуб;+79112236646;N/A;https://www.loft2rent.ru/loft/184079/184081/
Diamond Loft - лофт с большими окнами и потрясающим дизайном;лофт с большими окнами и потрясающим дизайном  - Лофт, веранда;+7 (495)0080403;https://www.loft2rent.ru/loft/30985/;https://www.loft2rent.ru/loft/30985/123238/
Disco;Лофт, зал, антикафе;+7(812) 443-57-02;https://www.loft2rent.ru/loft/83744/;https://www.loft2rent.ru/loft/83744/83748/
DIY cafe;Лофт, переговорная;+7 903 510 5445;N/A;https://www.loft2rent.ru/loft/55515/55517/
Dizzy Loft в центре;Лофт, клуб;+79933450544;https://www.loft2rent.ru/loft/136868/;https://www.loft2rent.ru/loft/136868/149353/
Dj cafeParadise лофт с терассой и караоке;Бар, зал, игровой зал, концертный зал;89213531717;N/A;https://www.loft2rent.ru/loft/132298/163408/
Dom;Бар, зал, веранда, кальянная;89254224470;N/A;https://www.loft2rent.ru/loft/170544/170548/
DOM AVDEEVA;Лофт, спорт-зал, на открытом воздухе, веранда;+7 926 699 29 56;N/A;https://www.loft2rent.ru/loft/129251/129259/
Dom Siyai;Спорт-зал, фотостудия;89150022842;N/A;https://www.loft2rent.ru/loft/143676/143698/
Don't Sleep Loft Молодежная 26;Лофт;89039328089;https://www.loft2rent.ru/loft/86655/;https://www.loft2rent.ru/loft/86655/86802/
Double-space;Лофт, конференц-зал;;N/A;https://www.loft2rent.ru/loft/175722/175756/
Double-spaceДворец культур;Лофт, зал, конференц-зал;;N/A;https://www.loft2rent.ru/loft/175722/178979/
DRUNK PUNK BAR;Бар;8 (916) 637-46-59;N/A;https://www.loft2rent.ru/loft/176808/176811/
DRUNK PUNK BARНЕБЫЛИЦЫ;Лофт;;N/A;https://www.loft2rent.ru/loft/176808/205840/
Duty Free loft;Лофт;+7 (958) 521-27-15;https://www.loft2rent.ru/loft/144719/;https://www.loft2rent.ru/loft/144719/144745/
East Loft / Ист Лофт;Лофт;+7 981 778 9824;N/A;https://www.loft2rent.ru/loft/88115/88418/
Echo LoftТропики;Лофт, кальянная;+7 (901) 7487578;N/A;https://www.loft2rent.ru/loft/153404/155866/
Eclipse;Лофт, ночной клуб;+79250608713;https://www.loft2rent.ru/loft/208007/;https://www.loft2rent.ru/loft/208007/208010/
EcoLoft;Зал, на открытом воздухе;+7 (495) 776 37 01;N/A;https://www.loft2rent.ru/loft/54080/54085/
Encanto Studio;Лофт, фотостудия;89223949614;N/A;https://www.loft2rent.ru/loft/181208/181210/
EnjoyMe_studio (Арт пространство, мастерская);Коворкинг, фотостудия;+79124518733;https://www.loft2rent.ru/loft/142043/;https://www.loft2rent.ru/loft/142043/190146/
EnjoyMe_studio (Лофт рояль, бильярд);Лофт, зал, фотостудия;+79124518733;https://www.loft2rent.ru/loft/142043/;https://www.loft2rent.ru/loft/142043/142045/
EsterumEsterum;Бар;+7 (969) 130-13-12;N/A;https://www.loft2rent.ru/loft/187739/187741/
ESTETIKA - уютный лофт с окнами. Включено - караоке, светомузыка, мебель.  Подарок при бронировании;уютный лофт с окнами. Включено - караоке, светомузыка, мебель.  Подарок при бронировании - Лофт, зал, учебный зал;+79099060421;https://www.loft2rent.ru/loft/41462/;https://www.loft2rent.ru/loft/41462/84088/
