Название компании,Название сделки,Телефон,Email,Сайт
Королева. Стильный лофт с караоке и светомузыкой,Королева. Стильный лофт с караоке и светомузыкой,79346692796,,https://www.reveltime.ru/venue/6829637?eventtype=vecherinka
Космо Кидс Символ,Космо Кидс Символ,79260330440,,https://www.loft2rent.ru/loft/203892/203894
Космополитен. Розовый лофт-зал,Космополитен. Розовый лофт-зал,79019397094,,https://www.reveltime.ru/venue/4890611?eventtype=vecherinka
Космос,Космос,74954780638,,https://www.loft2rent.ru/loft/109926
Космос,Космос,79990071109,,https://www.loft2rent.ru/loft/125195
КОСМОС,КОСМОС,79854551033,,https://www.loft2rent.ru/loft/18038
Космос,Космос,78124435702,,https://www.loft2rent.ru/loft/83744
Котельная,Котельная,79267699990,,https://www.loft2rent.ru/loft/115019
"кофейня ""не плачь, пей кофе"" на Красноказарменной","кофейня ""не плачь, пей кофе"" на Красноказарменной",,,https://www.loft2rent.ru/loft/157378
Кофемания,Кофемания,74994951554,,https://coffeemania.ru
Кофемания Chef’s,Кофемания Chef’s,74994954081,,https://coffeemania.ru/restaurants/chefs
Кошелев-Банк,Кошелев-Банк,74952323723,info@k-bnk.ru,https://koshelev-bank.ru
Коэффициент притяжения. Уютный лофт в центре,Коэффициент притяжения. Уютный лофт в центре,79774941734,,https://www.reveltime.ru/venue/5014234?eventtype=vecherinka
Коэффициент тепла,Коэффициент тепла,79935905884,,https://www.loft2rent.ru/loft/92780
Красивый Loft Москва-сити,Красивый Loft Москва-сити,79111023333,,https://www.loft2rent.ru/loft/107530
"Красивый лофт «BALANCE». Включено -караоке, светомузыка, мебель, PS4.  3 минуты от метро","Красивый лофт «BALANCE». Включено -караоке, светомузыка, мебель, PS4.  3 минуты от метро",79099060421,,https://www.loft2rent.ru/loft/41462
Красивый лофт с верандой и грилем MULTIROOM,Красивый лофт с верандой и грилем MULTIROOM,79099060421,,https://www.loft2rent.ru/loft/41462
Красный зал,Красный зал,79296303019,,https://www.loft2rent.ru/loft/5676
Красный Октябрь,Красный Октябрь,74951726863,,https://redoctober.moscow
Креативное пространство Центр дизайн-мышленияКомната для воркшопов,Креативное пространство Центр дизайн-мышленияКомната для воркшопов,79993335031,,https://www.loft2rent.ru/loft/108042/108126
Креативное пространство Центр дизайн-мышленияКомната эмпатии,Креативное пространство Центр дизайн-мышленияКомната эмпатии,79993335031,,https://www.loft2rent.ru/loft/108042/108136
Креативное пространство Центр дизайн-мышленияКонференц-зал,Креативное пространство Центр дизайн-мышленияКонференц-зал,79993335031,,https://www.loft2rent.ru/loft/108042/108048
Креативное пространство Центр дизайн-мышленияМастерская для творческой работы,Креативное пространство Центр дизайн-мышленияМастерская для творческой работы,79993335031,,https://www.loft2rent.ru/loft/108042/108109
"Креативный кластер ""На Заводе""Здание Заводоуправления","Креативный кластер ""На Заводе""Здание Заводоуправления",79090001732,,https://www.loft2rent.ru/loft/134615/135099
Креативный кластер в ЧерноисточинскеКреативный кластер Черноисточинске,Креативный кластер в ЧерноисточинскеКреативный кластер Черноисточинске,79222188705,,https://www.loft2rent.ru/loft/87311/87332
Кредит Европа Банк,Кредит Европа Банк,74955439977,atm.unit@crediteurope.ru,https://crediteurope.ru
Кремлёвская Кухня. Кулинарная студия в башне,Кремлёвская Кухня. Кулинарная студия в башне,79584630738,,https://www.reveltime.ru/venue/2710801?eventtype=vecherinka
Кремлёвский дворец,Кремлёвский дворец,74956207777,bilet@gkdkreml.ru,https://kremlinpalace.org
Криминальное Чтиво,Криминальное Чтиво,78126067020,,https://www.loft2rent.ru/loft/169051
Кристалл,Кристалл,79999798783,,https://www.loft2rent.ru/loft/154278
Кристофер. Лофт-пространство,Кристофер. Лофт-пространство,79257803535,,https://www.reveltime.ru/venue/3276192?eventtype=vecherinka
КРЫМ terrace Moscow,КРЫМ terrace Moscow,74953084959,,https://www.loft2rent.ru/loft/189235/189240
Крыша Лофт,Крыша Лофт,79252538393,,https://www.loft2rent.ru/loft/141021
Крыша на Красном Октябре,Крыша на Красном Октябре,79955932808,,https://www.loft2rent.ru/loft/208949
крыша Руфтоп 921,крыша Руфтоп 921,79031164834,,https://www.loft2rent.ru/loft/142489
Куб,Куб,74952080038,,https://www.loft2rent.ru/loft/3318
Куб,Куб,79267395955,,https://www.loft2rent.ru/loft/85879
Кубань Кредит,Кубань Кредит,78005552518,,https://kk.bank
Кудри и ЦветыКудри и цветы,Кудри и ЦветыКудри и цветы,79231230911,,https://www.loft2rent.ru/loft/123968/123970
КукLabаудитория 2,КукLabаудитория 2,79859200525,,https://www.loft2rent.ru/loft/100104/100279
КукLabАудитория №3,КукLabАудитория №3,79859200525,,https://www.loft2rent.ru/loft/100104/100136
КукLabбольшая мастерская,КукLabбольшая мастерская,79859200525,,https://www.loft2rent.ru/loft/100104/100455
КукLabзал Аэропорт,КукLabзал Аэропорт,79859200525,,https://www.loft2rent.ru/loft/100104/100129
КукLabзал+мастерские+кафе пространства Аэропорт,КукLabзал+мастерские+кафе пространства Аэропорт,79859200525,,https://www.loft2rent.ru/loft/100104/100125
КукLabЛаб1 Аэропорт,КукLabЛаб1 Аэропорт,79859200525,,https://www.loft2rent.ru/loft/100104/149640
КукLabмалая мастерская смоленская,КукLabмалая мастерская смоленская,79859200525,,https://www.loft2rent.ru/loft/100104/100448
КукLabСмоленская Зал,КукLabСмоленская Зал,79859200525,,https://www.loft2rent.ru/loft/100104/102886
Кулинарная студия,Кулинарная студия,79637687698,,https://www.loft2rent.ru/loft/65867
Кулинарная Студия Clever,Кулинарная Студия Clever,74951913345,,https://www.loft2rent.ru/loft/5834/26847
Кулинарная студия Кремлевская Кухня,Кулинарная студия Кремлевская Кухня,79777719201,,https://www.loft2rent.ru/loft/21195/26729
Кулинарная студия Лофт 17,Кулинарная студия Лофт 17,79175179777,,https://www.loft2rent.ru/loft/150535/150539
Кулинарная студия Юлии ВысоцкойСтудия на Молодежной,Кулинарная студия Юлии ВысоцкойСтудия на Молодежной,74950216365,,https://www.loft2rent.ru/loft/197591/197597
Кулинарная студия Юлии ВысоцкойСтудия на Молодежной (малая),Кулинарная студия Юлии ВысоцкойСтудия на Молодежной (малая),74950216365,,https://www.loft2rent.ru/loft/197591/197607
Кулинарная студия/ЛОФТ,Кулинарная студия/ЛОФТ,79104444951,,https://www.loft2rent.ru/loft/117304/117860
Кулинарная Школа Чили ШоколадЗал Лофт,Кулинарная Школа Чили ШоколадЗал Лофт,79854215571,,https://www.loft2rent.ru/loft/174665/174690
Культура,Культура,79161474724,,https://www.loft2rent.ru/loft/203539/203547
